varnames = FOB xcoord ycoord zcoord pitch roll yaw casenum
1 9.64 14.98 -6.73 120.85 -4.31 13.82 295
2 12.02 8.04 -6.53 106.98 16.68 18.35 296
3 15.77 2.2 -7.58 -151.06 -57.5 -7.14 297
1 9.65 14.96 -6.74 120.74 -4.39 13.86 298
2 12.03 8.02 -6.53 106.9 16.61 18.35 299
3 15.78 2.16 -7.61 -150.84 -57.35 -7.32 300
1 9.66 14.94 -6.75 120.63 -4.48 13.97 301
2 12.05 8 -6.54 106.85 16.59 18.39 302
3 15.8 2.11 -7.62 -150.51 -57.17 -7.6 303
1 9.68 14.93 -6.75 120.56 -4.55 14.04 304
2 12.06 7.95 -6.57 106.72 16.52 18.5 305
3 15.8 2.09 -7.63 -150.27 -57.11 -7.82 306
1 9.72 14.9 -6.77 120.37 -4.66 14.22 307
2 12.1 7.89 -6.59 106.5 16.46 18.57 308
3 15.83 2.03 -7.65 -149.94 -56.95 -8.17 309
1 9.78 14.84 -6.77 120.1 -4.86 14.41 310
2 12.12 7.85 -6.6 106.37 16.41 18.59 311
3 15.84 1.96 -7.67 -149.7 -56.87 -8.53 312
1 9.82 14.81 -6.78 119.9 -4.94 14.5 313
2 12.17 7.77 -6.61 106.06 16.3 18.57 314
3 15.85 1.93 -7.68 -149.41 -56.82 -8.81 315
1 9.89 14.74 -6.77 119.55 -5.16 14.63 316
2 12.21 7.7 -6.62 105.82 16.15 18.52 317
3 15.86 1.87 -7.69 -148.89 -56.62 -9.32 318
1 9.97 14.69 -6.77 119.27 -5.38 14.74 319
2 12.23 7.67 -6.63 105.71 16.11 18.54 320
3 15.89 1.82 -7.72 -148.32 -56.45 -9.89 321
1 10 14.66 -6.78 119.16 -5.45 14.83 322
2 12.27 7.61 -6.65 105.56 16.02 18.61 323
3 15.91 1.78 -7.74 -148.12 -56.43 -10.17 324
1 10.07 14.6 -6.78 118.87 -5.56 15.01 325
2 12.3 7.58 -6.65 105.42 16 18.63 326
3 15.93 1.7 -7.77 -147.66 -56.32 -10.7 327
1 10.15 14.53 -6.8 118.56 -5.65 15.23 328
2 12.34 7.51 -6.68 105.21 15.93 18.74 329
3 15.94 1.62 -7.79 -147.11 -56.23 -11.29 330
1 10.18 14.5 -6.8 118.39 -5.71 15.31 331
2 12.39 7.43 -6.7 104.94 15.86 18.79 332
3 15.95 1.59 -7.8 -146.76 -56.14 -11.62 333
1 10.27 14.43 -6.81 118.1 -5.8 15.45 334
2 12.41 7.38 -6.71 104.83 15.78 18.81 335
3 15.98 1.51 -7.82 -146.14 -55.92 -12.22 336
1 10.34 14.36 -6.81 117.84 -5.89 15.51 337
2 12.46 7.31 -6.72 104.55 15.64 18.68 338
3 16.01 1.43 -7.83 -145.63 -55.66 -12.7 339
1 10.38 14.33 -6.81 117.69 -5.98 15.49 340
2 12.52 7.22 -6.74 104.24 15.56 18.59 341
3 16.02 1.4 -7.84 -145.28 -55.57 -13.01 342
1 10.47 14.27 -6.82 117.42 -6.06 15.47 343
2 12.55 7.18 -6.75 104.11 15.49 18.57 344
3 16.04 1.31 -7.88 -144.65 -55.44 -13.67 345
1 10.56 14.19 -6.83 117.09 -6.11 15.51 346
2 12.6 7.08 -6.77 103.73 15.36 18.5 347
3 16.04 1.2 -7.91 -144.03 -55.33 -14.39 348
1 10.6 14.14 -6.85 116.92 -6.11 15.58 349
2 12.67 6.98 -6.79 103.38 15.29 18.5 350
3 16.04 1.14 -7.93 -143.79 -55.26 -14.72 351
1 10.7 14.04 -6.87 116.56 -6.15 15.64 352
2 12.69 6.92 -6.81 103.21 15.25 18.54 353
3 16.06 1.04 -7.96 -143.17 -55.06 -15.29 354
1 10.75 14 -6.87 116.37 -6.22 15.64 355
2 12.74 6.82 -6.83 102.88 15.16 18.52 356
3 16.08 0.98 -7.96 -142.93 -54.91 -15.49 357
1 10.86 13.91 -6.89 116.02 -6.31 15.64 358
2 12.81 6.74 -6.85 102.57 15.03 18.46 359
3 16.11 0.89 -7.98 -142.32 -54.65 -16.06 360
1 10.97 13.82 -6.9 115.64 -6.42 15.6 361
2 12.85 6.69 -6.86 102.39 15.01 18.41 362
3 16.15 0.8 -8.02 -141.77 -54.47 -16.61 363
1 11.02 13.78 -6.91 115.49 -6.46 15.58 364
2 12.91 6.59 -6.9 102.06 14.96 18.37 365
3 16.17 0.76 -8.03 -141.5 -54.38 -16.92 366
1 11.14 13.68 -6.94 115.14 -6.48 15.56 367
2 12.98 6.48 -6.92 101.67 14.9 18.28 368
3 16.21 0.66 -8.04 -141.04 -54.12 -17.38 369
1 11.25 13.59 -6.97 114.74 -6.5 15.49 370
2 13.02 6.43 -6.93 101.45 14.85 18.19 371
3 16.22 0.57 -8.07 -140.45 -53.92 -17.97 372
1 11.31 13.54 -6.98 114.54 -6.53 15.42 373
2 13.09 6.33 -6.96 101.05 14.79 18.08 374
3 16.24 0.53 -8.08 -140.14 -53.81 -18.3 375
1 11.43 13.45 -6.99 114.21 -6.61 15.25 376
2 13.17 6.24 -6.99 100.72 14.7 18.02 377
3 16.28 0.45 -8.11 -139.46 -53.61 -18.96 378
1 11.54 13.39 -6.99 113.97 -6.77 15.03 379
2 13.21 6.2 -7 100.55 14.66 18 380
3 16.31 0.35 -8.13 -139 -53.39 -19.49 381
1 11.6 13.34 -6.99 113.8 -6.81 14.94 382
2 13.29 6.1 -7.02 100.13 14.57 17.93 383
3 16.33 0.3 -8.15 -138.67 -53.33 -19.86 384
1 11.73 13.25 -7 113.44 -6.86 14.85 385
2 13.33 6.04 -7.04 99.93 14.55 17.95 386
3 16.35 0.18 -8.19 -138.25 -53.28 -20.46 387
1 11.87 13.14 -7.03 113.03 -6.86 14.9 388
2 13.42 5.94 -7.06 99.54 14.48 18.02 389
3 16.4 0.06 -8.22 -137.79 -53.13 -21.05 390
1 11.93 13.1 -7.04 112.83 -6.86 14.92 391
2 13.5 5.84 -7.08 99.21 14.35 18.08 392
3 16.42 0.02 -8.23 -137.44 -53.04 -21.38 393
1 12.06 13.01 -7.05 112.46 -6.92 14.94 394
2 13.54 5.8 -7.08 99.07 14.3 18.06 395
3 16.45 -0.06 -8.24 -136.89 -52.8 -21.91 396
1 12.18 12.94 -7.06 112.15 -7.01 14.96 397
2 13.62 5.72 -7.09 98.77 14.19 18.11 398
3 16.51 -0.14 -8.26 -136.45 -52.65 -22.37 399
1 12.24 12.9 -7.06 111.97 -7.05 14.99 400
2 13.69 5.64 -7.1 98.48 14.11 18.19 401
3 16.53 -0.18 -8.27 -136.23 -52.56 -22.59 402
1 12.36 12.83 -7.06 111.64 -7.14 15.05 403
2 13.72 5.6 -7.11 98.33 14.06 18.26 404
3 16.57 -0.25 -8.29 -135.88 -52.51 -23.07 405
1 12.45 12.77 -7.06 111.42 -7.23 15.14 406
2 13.79 5.54 -7.12 98.17 14.02 18.41 407
3 16.59 -0.32 -8.31 -135.59 -52.49 -23.47 408
