UTMX	UTMY	Idxa	Gridpt_no.	Sampled	Elev_mean	Slope_mean	Aspece_mean	Aspval_mean	Aspwest_mean	Cir_mean	Cir_median	Red_mean	Red_median	Grn_mean	Grn_median	SpringDist	StreamDist	Dist2Water	DepthClass
484309	4634043	99001327	811	n	2103.22	5.1434	72.8218	0.854732	0.812375	127.994	129	120.244	121	99.8048	100	594.51815	647.6846	594.51815	Medium
484609	4634043	99001328	812	n	2093.83	7.6843	147.419	0.63645	0.672808	122.704	123	116.191	116	95.0977	95	668.11227	688.27185	668.11227	Medium
484909	4634043	99001329	813	n	2057.8	12.3689	81.6163	0.735188	0.863501	130.091	130	117.924	117	98.4872	98	848.1133	686.07388	686.07388	Medium
485209	4634043	99001330	814	n	2020.26	8.1355	131.388	0.412953	0.742763	126.693	124	122.221	119	98.5347	95	1023.30311	689.91339	689.91339	Deep
485509	4634043	99001331	815	n	2030.49	9.4769	233.581	0.111768	0.16446	126.374	126	126.941	127	100.457	100	765.73581	671.52278	671.52278	Deep
485809	4634043	99001332	816	n	2043.99	10.3916	174.458	0.283101	0.503333	143.301	144	144.944	147	121.982	124	552.76885	624.24586	552.76885	Deep
486109	4634043	99001333	817	n	2039.1	6.9367	110.967	0.779495	0.531813	137.608	139	138.595	140	115.69	116	452.49915	645.91096	452.49915	Deep
486409	4634043	99001334	818	n	2029.16	6.0912	128.095	0.616835	0.676952	136.115	138	137.885	139	113.503	115	532.87668	692.39189	532.87668	Deep
486709	4634043	99001335	819	n	2026	3.5875	169.992	0.212359	0.566396	134.581	136	141.569	143	115.093	116	736.99364	740.60823	736.99364	Deep
487009	4634043	99001336	820	n	2022.6	3.9804	182.922	0.177259	0.462515	131.277	133	140.742	143	114.04	116	702.96109	622.80085	622.80085	Deep
487309	4634043	99001337	821	n	2007.4	11.0542	129.814	0.531715	0.771261	134.629	136	143.751	144	116.061	116	445.46649	323.17027	323.17027	Deep
487609	4634043	99001338	822	n	1960.43	5.5126	156.141	0.462743	0.661654	129.908	130	136.304	136	110.608	111	287.62213	30.87435	30.87435	Deep
487909	4634043	99001339	823	n	1992.68	15.0135	290.437	0.421752	0.059784	74.5545	75	95.3583	95	64.0611	64	383.42221	255.56674	255.56674	Shallow
488209	4634043	99001340	824	n	2034.66	4.2691	162.934	0.496877	0.644566	124.886	131	130.432	133	103.863	108	625.53872	541.35221	541.35221	Deep
488509	4634043	99001341	825	n	2031.59	2.3561	162.803	0.190175	0.626956	134.41	134	134.734	135	109.954	110	903.09733	819.09143	819.09143	Deep
488809	4634043	99001342	826	n	2024.19	3.2329	103.644	0.632098	0.944672	137.897	138	138.188	138	114.282	114	1035.60632	1106.58434	1035.60632	Deep
489109	4634043	99001343	827	n	2008.18	3.8726	106.635	0.609562	0.929565	118.604	118	131.365	131	104.828	105	1082.76935	1390.87464	1082.76935	Deep
489409	4634043	99001344	828	n	2008.78	8.8752	225.798	0.171323	0.202398	107.947	106	121.669	120	94.1664	92	1184.46248	1488.21719	1184.46248	Deep
489709	4634043	99001345	829	n	2054.45	14.9847	240.92	0.126359	0.139416	116.851	118	128.428	130	100.099	102	1346.66746	1635.55756	1346.66746	Deep
490009	4634043	99001346	830	n	2109.97	12.1586	233.409	0.094909	0.150699	120.55	121	128.773	132	101.096	103	1550.50802	1766.27644	1550.50802	Deep
490309	4634043	99001347	831	n	2129.84	6.0693	159.825	0.379975	0.665055	139.244	146	140.871	146	116.988	121	1781.75111	1932.01723	1781.75111	Deep
490609	4634043	99001348	832	n	2121.1	5.4527	189.605	0.198993	0.404665	116.175	114	121.87	121	97.1199	96	2031.05857	2126.23577	2031.05857	Deep
490909	4634043	99001349	833	n	2096.79	13.1644	77.5672	0.85191	0.888329	128.767	129	128.298	128	105.32	105	2292.54461	2315.63346	2292.54461	Deep
491209	4634043	99001350	834	n	2062.56	9.3296	164.956	0.236176	0.502602	128.723	128	135.106	134	105.366	104	2562.48369	2386.94291	2386.94291	Deep
491509	4634043	99001351	835	n	2059.18	8.3636	163.512	0.235981	0.611231	134.137	133	140.098	139	111.892	111	2630.0232	2316.10803	2316.10803	Deep
491809	4634043	99001352	836	n	2037.73	8.001	95.6727	0.683921	0.901796	135.551	135	136.524	136	112.812	113	2626.41584	2212.5002	2212.5002	Deep
492109	4634043	99001353	837	n	2010.82	4.971	96.4005	0.677711	0.893816	137.648	136	136.808	135	113.57	112	2656.89636	2079.75445	2079.75445	Deep
492409	4634043	99001354	838	n	1993.78	6.594	163.818	0.555711	0.624111	134.292	134	133.412	133	110.793	110	2720.31917	1971.84917	1971.84917	Deep
492709	4634043	99001355	839	n	1997.07	7.3723	165.306	0.506546	0.507146	130.444	129	130.629	128	108.903	106	2814.45812	1904.86411	1904.86411	Deep
493009	4634043	99001356	840	n	1988.26	10.0018	145.772	0.556013	0.652368	134.886	133	135.514	133	113.725	112	2936.36044	1840.05272	1840.05272	Deep
493309	4634043	99001357	841	n	1969.1	6.7919	133.168	0.400461	0.761339	140.968	141	142.098	141	120.096	119	3082.7343	1776.00454	1776.00454	Deep
475609	4633843	99001366	842	n	1812.03	2.6521	272.573	0.278143	0.01649	182.478	186	143.45	144	132.554	131	4531.21977	3441.09227	3441.09227	Deep
475909	4633843	99001367	843	n	1859.45	17.5292	268.189	0.264498	0.036603	165.781	166	147.29	150	125.418	127	4245.97818	3508.56827	3508.56827	Shallow
476209	4633843	99001368	844	n	1940.55	19.006	251.382	0.492023	0.232868	149.893	148	133.594	132	105.268	103	3962.91671	3543.07909	3543.07909	Shallow
476509	4633843	99001369	845	n	1980.82	26.4134	204.109	0.593444	0.345979	147.163	141	129.644	124	103.83	96	3682.53812	3602.32808	3602.32808	MedDeep
476809	4633843	99001370	846	n	2060.05	26.9744	252.475	0.251264	0.170616	151.729	154	135.682	140	113.392	116	3405.50512	3685.12221	3405.50512	MedDeep
477109	4633843	99001371	847	n	2148.16	19.5344	263.207	0.308672	0.160151	146.323	148	131.96	134	109.169	111	3132.70542	3789.91871	3132.70542	MedDeep
477409	4633843	99001372	848	n	2194	9.4818	276.713	0.450178	0.197559	143.619	141	134.207	130	113.083	109	2865.34838	3914.95108	2865.34838	Shallow
477709	4633843	99001373	849	n	2208.94	4.1557	174.413	0.883679	0.510066	125.882	125	116.009	115	94.8614	94	2605.11026	3907.9593	2605.11026	Medium
478009	4633843	99001374	850	n	2198.24	7.2594	145.7	0.827168	0.6258	122.856	122	110.864	109	89.5265	87	2354.35291	3639.61707	2354.35291	Medium
478309	4633843	99001375	851	n	2209.84	10.0116	239.653	0.889771	0.463434	116.617	116	91.951	90	71.7017	71	2116.44885	3374.92378	2116.44885	Medium
478609	4633843	99001376	852	n	2205.53	7.1803	247.554	0.799877	0.403664	131.549	132	100.55	104	82.7201	84	1896.24204	3116.54586	1896.24204	Medium
478909	4633843	99001377	853	n	2202.83	6.4572	137.433	0.529362	0.748838	141.22	141	113.473	113	96.19	95	1700.62106	2865.38937	1700.62106	Medium
479209	4633843	99001378	854	n	2210.12	11.4452	213.266	0.073016	0.261038	138.379	139	122.375	123	104.142	103	1538.98996	2624.51031	1538.98996	Shallow
479509	4633843	99001379	855	n	2218.2	8.3141	157.333	0.267412	0.656745	139.651	139	121.558	122	105.635	105	1422.97865	2393.85246	1422.97865	Deep
479809	4633843	99001380	856	n	2202.64	10.8602	153.773	0.242571	0.703393	137.755	137	116.655	116	102.185	100	1364.27503	2178.6252	1364.27503	Deep
480109	4633843	99001381	857	n	2188.76	11.852	187.304	0.080397	0.439358	137.5	137	121.458	120	105.974	103	1370.26439	1983.43727	1370.26439	Shallow
480409	4633843	99001382	858	n	2200.17	7.1676	153.5	0.308366	0.625656	135.548	135	125.734	125	106.499	104	1440.13979	1814.02572	1440.13979	Shallow
480709	4633843	99001383	859	n	2174.62	10.8336	41.5851	0.946275	0.795421	117.108	116	91.3492	89	77.2405	75	1465.84605	1627.62559	1465.84605	Medium
481009	4633843	99001384	860	n	2149.14	8.8628	74.7919	0.912925	0.769951	119.1	119	91.1415	90	78.2708	76	1227.18077	1470.64362	1227.18077	Shallow
481309	4633843	99001385	861	n	2128.31	7.4351	101.809	0.898487	0.674151	120.155	120	96.8208	95	82.3905	81	1021.39153	1347.09213	1021.39153	Medium
481609	4633843	99001386	862	n	2116.4	4.9623	124.478	0.607403	0.733098	131.268	129	113.943	111	99.5692	96	872.07148	1258.24432	872.07148	Shallow
481909	4633843	99001387	863	n	2098.59	8.3863	117.616	0.52163	0.748684	135.497	131	120.222	114	104.985	99	811.03432	1224.80076	811.03432	Shallow
482209	4633843	99001388	864	n	2076.81	15.7088	233.058	0.681808	0.517681	110.147	101	86.2489	79	72.7794	63	857.34746	1263.76225	857.34746	Shallow
482509	4633843	99001389	865	n	2091.14	14.1797	108.498	0.935602	0.637265	118.26	118	91.893	93	79.7868	81	996.14892	1368.96061	996.14892	Deep
482809	4633843	99001390	866	n	2055.71	13.8936	39.5975	0.962651	0.776086	126.82	127	104.793	105	91.9091	91	1195.65074	1244.54156	1195.65074	Deep
483109	4633843	99001391	867	n	2030.16	14.0846	164.893	0.266447	0.44698	128.484	129	116.277	113	99.2475	97	1079.24586	967.64757	967.64757	Shallow
483409	4633843	99001392	868	n	2051.14	20.39	188.89	0.062076	0.426202	141.307	146	138.662	144	116.76	121	821.32196	709.78866	709.78866	Shallow
483709	4633843	99001393	869	n	2077.77	18.9642	202.243	0.011142	0.313055	124.22	125	125.285	127	102.738	104	603.62893	501.25649	501.25649	Shallow
484009	4633843	99001394	870	n	2106.15	12.8237	153.461	0.290111	0.552469	126.325	128	125.226	128	103.06	105	483.90703	411.49405	411.49405	Shallow
484309	4633843	99001395	871	n	2105.67	6.9035	109.025	0.5543	0.751765	124.485	123	119.523	117	98.3436	96	394.52826	451.21583	394.52826	Medium
484609	4633843	99001396	872	n	2098.28	4.2979	86.3769	0.696435	0.832839	128.237	128	125.029	124	103.373	102	498.57269	488.48726	488.48726	Medium
484909	4633843	99001397	873	n	2068.02	11.5233	69.8282	0.827006	0.891681	126.666	127	115.389	115	96.8637	96	722.14742	486.41445	486.41445	Medium
485209	4633843	99001398	874	n	2022.59	9.0064	64.1534	0.872785	0.887137	120.57	120	113.501	112	91.989	91	987.12668	489.98177	489.98177	Medium
485509	4633843	99001399	875	n	2005.47	7.3149	165.736	0.221625	0.482338	121.427	119	121.301	119	96.1294	94	898.44743	474.69029	474.69029	Deep
485809	4633843	99001400	876	n	2008.12	10.3276	188.734	0.09173	0.434711	133.256	133	135.522	136	109.667	110	725.54108	424.24587	424.24587	Deep
486109	4633843	99001401	877	n	2022.86	12.3139	195.983	0.060388	0.378553	133.303	135	136.883	138	112.345	113	573.2501	445.985	445.985	Deep
486409	4633843	99001402	878	n	2019.65	12.3396	138.015	0.364157	0.773232	143.68	146	145.853	148	121.142	123	550.99347	492.65422	492.65422	Deep
486709	4633843	99001403	879	n	2008.4	10.7724	187.013	0.128467	0.444967	129.126	131	136.994	139	108.859	111	677.17939	557.85501	557.85501	Deep
487009	4633843	99001404	880	n	2011.88	9.2392	170.405	0.334309	0.54116	130.63	133	140.113	142	112.411	115	563.50424	536.84893	536.84893	Deep
487309	4633843	99001405	881	n	1987.88	10.5949	133.311	0.410043	0.807808	138.537	139	148.485	149	119.204	119	466.06346	320.22258	320.22258	Deep
487609	4633843	99001406	882	n	1955.76	5.0592	167.945	0.428709	0.619955	129.881	136	136.809	141	110.468	116	485.60004	20.55551	20.55551	Deep
487909	4633843	99001407	883	n	2002.35	16.3291	276.468	0.313899	0.040184	73.3285	72	96.1884	95	63.7511	62	548.43152	260.59234	260.59234	Shallow
488209	4633843	99001408	884	n	2036.2	3.0777	106.015	0.732375	0.902891	133.067	139	136.888	139	111.053	114	738.28397	558.07391	558.07391	Deep
488509	4633843	99001409	885	n	2024.56	2.8226	159.345	0.315573	0.650914	136.549	136	136.711	137	111.789	111	806.02815	843.53504	806.02815	Deep
488809	4633843	99001410	886	n	2022.36	3.3419	129.446	0.462879	0.801852	138.848	139	140.43	140	115.805	115	843.00096	1053.38696	843.00096	Deep
489109	4633843	99001411	887	n	2003.23	3.8614	109.854	0.580988	0.928821	120.893	121	132.623	132	106.472	106	888.56099	1197.01041	888.56099	Deep
489409	4633843	99001412	888	n	1993.55	6.0459	182.123	0.249096	0.445313	119.348	120	129.606	130	102.374	102	1010.00125	1308.85142	1010.00125	Deep
489709	4633843	99001413	889	n	2021.56	14.3962	219.984	0.066392	0.21719	115.353	115	127.215	127	95.8758	96	1196.10384	1453.36712	1196.10384	Deep
490009	4633843	99001414	890	n	2089.25	16.7451	255.752	0.194139	0.073886	101.104	101	112.916	113	84.7127	85	1421.69838	1595.37898	1421.69838	Deep
490309	4633843	99001415	891	n	2123.51	4.7732	135.781	0.493845	0.767206	138.945	143	141.588	145	117.465	121	1670.8645	1776.5478	1670.8645	Deep
490609	4633843	99001416	892	n	2110.49	8.134	166.789	0.392395	0.529568	111.516	112	118.202	119	93.8788	95	1934.51546	1985.7946	1934.51546	Deep
490909	4633843	99001417	893	n	2110.19	11.118	112.221	0.710163	0.768143	128.659	129	131.052	131	108.386	108	2207.46732	2119.07055	2119.07055	Deep
491209	4633843	99001418	894	n	2061.62	9.8919	82.9095	0.761256	0.834216	125.622	125	128.671	128	104.156	104	2471.13042	2196.76993	2196.76993	Deep
491509	4633843	99001419	895	n	2038.25	8.2434	129.01	0.42552	0.651761	127.146	126	131.57	130	104.359	103	2430.53979	2311.08984	2311.08984	Deep
491809	4633843	99001420	896	n	2029.23	8.3896	142.001	0.351317	0.719426	135.789	134	139.071	137	113.679	112	2426.6359	2371.88814	2371.88814	Deep
492109	4633843	99001421	897	n	2006.03	6.3022	89.7851	0.656186	0.804728	137.004	135	134.226	132	112.633	110	2459.59345	2262.67104	2262.67104	Deep
492409	4633843	99001422	898	n	1992.7	6.4749	96.604	0.76118	0.701412	132.357	131	128.508	128	106.291	106	2527.97113	2163.72152	2163.72152	Deep
492709	4633843	99001423	899	n	1982.7	7.512	78.3072	0.648192	0.621096	133.111	132	131.121	130	109.084	108	2629.00669	2102.85733	2102.85733	Deep
493009	4633843	99001424	900	n	1973.51	6.485	49.9807	0.791151	0.648579	131.253	131	129.545	129	107.848	108	2759.11477	2032.21447	2032.21447	Deep
493309	4633843	99001425	901	n	1963.78	6.2218	61.7886	0.866	0.734515	133.794	133	132.559	132	110.924	110	2914.4043	1974.40973	1974.40973	Deep
475609	4633643	99001434	902	n	1814.1	3.3845	283.803	0.361925	0.018746	180.789	182	159.025	161	139.725	141	4475.31611	3299.54464	3299.54464	Deep
475909	4633643	99001435	903	n	1856.14	14.8828	275.183	0.318651	0.060692	166.367	166	140.196	144	120.782	122	4186.26712	3309.13176	3309.13176	Shallow
476209	4633643	99001436	904	n	1941.03	20.5183	273.874	0.321328	0.072275	149.833	152	131.824	136	102.947	104	3898.87298	3345.70039	3345.70039	Shallow
476509	4633643	99001437	905	n	2014.99	16.0329	219.338	0.264312	0.226194	149.81	152	127.167	129	101.56	104	3613.52856	3408.3822	3408.3822	Shallow
476809	4633643	99001438	906	n	2056.29	24.2929	193.39	0.398789	0.263598	147.797	150	125.017	124	102.979	101	3330.76069	3495.77278	3330.76069	MedDeep
477109	4633643	99001439	907	n	2122.12	22.0702	250.744	0.295795	0.265623	148.617	155	131.632	134	110.363	114	3051.28578	3606.07619	3051.28578	MedDeep
477409	4633643	99001440	908	n	2183.51	16.3096	282.327	0.418803	0.159809	139.717	137	129.204	126	107.142	103	2776.09852	3737.26419	2776.09852	Shallow
477709	4633643	99001441	909	n	2216.7	4.414	129.923	0.749212	0.549737	133.402	134	121.184	121	99.4699	99	2506.61149	3825.04853	2506.61149	Medium
478009	4633643	99001442	910	n	2214.43	7.5773	195.538	0.720103	0.447429	124.189	123	111.344	110	88.6028	87	2244.87845	3551.30479	2244.87845	Medium
478309	4633643	99001443	911	n	2235.27	6.7885	220.131	0.661896	0.366333	128.669	126	108.809	111	87.0689	85	1993.95521	3281.47586	1993.95521	Medium
478609	4633643	99001444	912	n	2225.77	5.6655	117.237	0.94026	0.626823	131.657	131	100.953	107	84.2152	88	1758.47534	3015.57794	1758.47534	Shallow
478909	4633643	99001445	913	n	2207.12	7.5819	70.672	0.845968	0.915826	135.552	135	104.467	108	90.3408	92	1545.51404	2756.2472	1545.51404	Medium
479209	4633643	99001446	914	n	2182.73	9.5777	130.718	0.456937	0.666681	136.225	136	115.275	115	98.9974	98	1365.64701	2504.90639	1365.64701	Shallow
479509	4633643	99001447	915	n	2189.81	11.8311	168.67	0.198057	0.561244	137.751	137	111.69	111	95.5071	94	1233.43824	2265.42582	1233.43824	Deep
479809	4633643	99001448	916	n	2175.86	10.4292	156.986	0.295232	0.587403	137.044	135	109.45	106	96.7456	93	1165.22445	2037.32899	1165.22445	Deep
480109	4633643	99001449	917	n	2160.42	9.7542	141.693	0.389778	0.63697	130.598	129	102.856	101	91.3053	89	1172.23127	1829.22846	1172.23127	Shallow
480409	4633643	99001450	918	n	2178.75	9.4449	222.34	0.036734	0.178619	130.357	130	117.474	116	100.094	98	1253.19762	1645.80776	1253.19762	Shallow
480709	4633643	99001451	919	n	2192.72	4.4001	106.272	0.610987	0.817155	128.706	128	118.777	118	98.8142	97	1365.43106	1467.26505	1365.43106	Shallow
481009	4633643	99001452	920	n	2169.25	9.5743	110.875	0.840609	0.723039	121.206	120	99.6791	95	84.7354	80	1105.29181	1295.48999	1105.29181	Medium
481309	4633643	99001453	921	n	2146.38	8.47	74.6118	0.905275	0.834138	124.998	125	103.886	103	89.5849	88	871.17047	1160.75788	871.17047	Shallow
481609	4633643	99001454	922	n	2123.87	5.6667	84.3187	0.89555	0.743027	125.3	124	104.147	102	89.9742	87	690.0768	1064.55645	690.0768	Medium
481909	4633643	99001455	923	n	2103.71	8.6605	89.0089	0.837292	0.778355	121.881	120	99.2067	96	85.9002	82	611.12519	1024.81148	611.12519	Shallow
482209	4633643	99001456	924	n	2114.5	12.192	296.741	0.686279	0.265351	105.782	104	87.7223	87	68.4866	66	671.37322	1071.07268	671.37322	Shallow
482509	4633643	99001457	925	n	2121.56	8.4414	101.848	0.88106	0.782015	122.728	123	102.013	103	87.3588	88	841.43331	1193.37957	841.43331	Medium
482809	4633643	99001458	926	n	2092.44	12.04	40.5047	0.965611	0.790614	123.14	124	101.621	102	88.0731	88	1070.17663	1191.7153	1070.17663	Deep
483109	4633643	99001459	927	n	2045.9	14.7925	41.6784	0.944296	0.724464	120.711	119	98.923	98	86.2987	85	1006.51542	898.68987	898.68987	Deep
483409	4633643	99001460	928	n	2021.91	13.0786	83.4764	0.663408	0.615061	123.889	122	109.229	108	93.4288	92	723.09848	612.45539	612.45539	Shallow
483709	4633643	99001461	929	n	2021.28	14.2243	172.774	0.163799	0.419628	123.912	125	120.815	123	100.12	101	461.16108	350.08532	350.08532	Shallow
484009	4633643	99001462	930	n	2045.86	17.0453	194.94	0.024916	0.373347	124.836	126	126.158	128	103.503	105	287.17184	212.10709	212.10709	Shallow
484309	4633643	99001463	931	n	2052.07	19.0407	178.86	0.08568	0.509738	139.034	140	136.165	139	113.736	116	194.55916	258.76586	194.55916	Shallow
484609	4633643	99001464	932	n	2059.3	19.7119	183.246	0.065693	0.467389	140.592	142	139.184	142	115.588	117	361.62888	289.00079	289.00079	Shallow
484909	4633643	99001465	933	n	2057.49	17.9914	161.078	0.20922	0.57467	139.007	139	135.568	137	113.493	114	635.37203	287.22931	287.22931	Shallow
485209	4633643	99001466	934	n	2029.02	13.2932	127.766	0.460345	0.738929	137.946	136	133.706	133	107.4	106	925.53757	290.14444	290.14444	Shallow
485509	4633643	99001467	935	n	2005.5	7.9612	94.2172	0.625121	0.791937	124.393	122	124.735	122	98.3655	96	861.71984	275.73997	275.73997	Medium
485809	4633643	99001468	936	n	1986.01	6.8358	154.312	0.290778	0.617826	124.078	124	124.732	124	100.253	100	597.94582	224.24588	224.24588	Deep
486109	4633643	99001469	937	n	1992.18	7.262	194.288	0.054664	0.389491	122.038	121	126.921	126	102.195	101	390.53467	246.17936	246.17936	Deep
486409	4633643	99001470	938	n	1989.15	6.4048	163.746	0.167375	0.636218	123.963	123	130.403	129	104.18	103	357.06506	293.27435	293.27435	Deep
486709	4633643	99001471	939	n	1983.96	4.8241	179.755	0.122283	0.499541	120.152	120	129.644	130	102.465	102	531.48244	388.88128	388.88128	Deep
487009	4633643	99001472	940	n	1987.53	8.5241	178.779	0.134395	0.516438	127.425	125	138.718	137	108.576	107	413.80996	337.50127	337.50127	Deep
487309	4633643	99001473	941	n	1974.78	6.1355	123.277	0.541691	0.806822	131.09	133	141.252	142	113.886	115	266.3021	266.3021	266.3021	Deep
487609	4633643	99001474	942	n	1952.22	4.6441	157.146	0.463001	0.641568	130.598	138	138.047	142	111.648	118	286.62204	30.01487	30.01487	Deep
487909	4633643	99001475	943	n	1994.24	16.5055	237.386	0.118171	0.137779	94.5593	94	115.538	115	83.1252	82	441.29835	252.0724	252.0724	Deep
488209	4633643	99001476	944	n	2029.94	7.0615	144.526	0.396976	0.703747	131.333	137	138.51	141	111.368	115	697.76952	505.74193	505.74193	Deep
488509	4633643	99001477	945	n	2019.31	3.6808	139.603	0.465298	0.728785	137.963	141	139.752	140	114.343	115	606.50766	703.4643	606.50766	Deep
488809	4633643	99001478	946	n	2015.82	4.5348	154.253	0.282411	0.685068	134.567	137	138.755	139	112.957	113	654.84408	902.5108	654.84408	Shallow
489109	4633643	99001479	947	n	2000.91	3.0597	102.34	0.629224	0.911261	120.053	120	132.426	132	105.765	105	697.63299	1005.55238	697.63299	Deep
489409	4633643	99001480	948	n	1986.76	4.0098	136.999	0.475649	0.677819	126.873	127	136.275	136	109.415	109	846.90831	1136.39505	846.90831	Deep
489709	4633643	99001481	949	n	2004.63	9.1151	249.431	0.146592	0.068271	105.036	104	118.462	118	88.7187	88	1061.98661	1271.91888	1061.98661	Deep
490009	4633643	99001482	950	n	2062.15	19.0121	251.414	0.214228	0.11866	93.7997	90	105.478	103	77.3252	75	1310.86897	1432.03902	1310.86897	Deep
490309	4633643	99001483	951	n	2118.88	4.7474	158.016	0.423151	0.649422	126.214	125	130.874	130	105.534	105	1577.63727	1630.52867	1577.63727	Deep
490609	4633643	99001484	952	n	2099.63	11.3533	129.455	0.53693	0.768881	116.136	121	121.638	125	96.7341	101	1854.58923	1855.56104	1854.58923	Deep
490909	4633643	99001485	953	n	2116.34	12.6354	141.64	0.536376	0.51328	119.967	123	123.434	123	100.588	101	2137.77059	1923.21648	1923.21648	Deep
491209	4633643	99001486	954	n	2088.65	11.6698	48.3724	0.97123	0.72239	120.903	121	122.175	122	99.2159	99	2275.29937	2008.50685	2008.50685	Deep
491509	4633643	99001487	955	n	2057.39	12.7127	31.525	0.995391	0.759046	125.175	126	125.84	126	104.597	105	2231.14888	2132.94114	2132.94114	Deep
491809	4633643	99001488	956	n	2029.83	8.679	42.8144	0.906771	0.747497	127.556	126	127.368	126	105.988	105	2226.89548	2171.99332	2171.99332	Deep
492109	4633643	99001489	957	n	2017.7	6.4453	100.511	0.657274	0.523219	129.737	128	129.446	128	108.478	107	2262.76415	2182.5199	2182.5199	Deep
492409	4633643	99001490	958	n	2014.34	6.8643	114.137	0.814216	0.669662	129.286	129	127.423	126	106.628	106	2336.90815	2220.87143	2220.87143	Deep
492709	4633643	99001491	959	n	1996.51	6.0983	62.0828	0.807307	0.801021	134.547	134	133.319	132	111.963	111	2445.8491	2287.73203	2287.73203	Deep
493009	4633643	99001492	960	n	1978.24	6.0097	117.867	0.46849	0.790642	142.844	142	143.815	143	121.714	121	2585.19167	2225.75769	2225.75769	Deep
493309	4633643	99001493	961	n	1962.13	5.9071	148.222	0.272262	0.700986	143.261	143	144.68	145	122.326	122	2750.31891	2173.10732	2173.10732	Deep
475609	4633443	99001502	962	n	1817.02	3.7171	286.85	0.38747	0.026376	183.204	177	151.71	166	134.427	137	4427.7484	3099.56392	3099.56392	Deep
475909	4633443	99001503	963	n	1859.8	13.8416	269.815	0.296478	0.054739	160.619	163	142.995	148	119.226	123	4135.37593	3109.76762	3109.76762	Shallow
476209	4633443	99001504	964	n	1934.88	19.8381	229.281	0.150764	0.207883	158.751	161	141.165	146	114.692	114	3844.179	3148.65253	3148.65253	Shallow
476509	4633443	99001505	965	n	1992.74	17.5564	251.02	0.236149	0.137617	147.15	150	126.107	128	98.6773	100	3554.44655	3215.17821	3215.17821	Shallow
476809	4633443	99001506	966	n	2069.85	17.347	254.466	0.306448	0.09589	150.434	153	126.387	133	105.15	110	3266.56829	3307.67728	3266.56829	MedDeep
477109	4633443	99001507	967	n	2154.69	20.9793	290.655	0.5498	0.137064	136.198	136	116.427	116	94.0981	92	2981.08144	3424.04544	2981.08144	Shallow
477409	4633443	99001508	968	n	2218.68	13.6168	279.799	0.625447	0.236986	131.973	131	119.966	116	95.7297	91	2698.74502	3561.94403	2698.74502	Shallow
477709	4633443	99001509	969	n	2229.18	6.4642	130.667	0.871614	0.586389	125.617	125	106.641	106	85.8327	85	2420.66165	3718.97881	2420.66165	Shallow
478009	4633443	99001510	970	n	2224.5	3.0945	192.351	0.639101	0.469701	129.849	130	113.415	115	91.035	92	2148.4834	3471.01945	2148.4834	Medium
478309	4633443	99001511	971	n	2228.59	7.0453	189.995	0.081045	0.404035	139.219	140	119.896	121	98.122	98	1884.77029	3195.31753	1884.77029	Medium
478609	4633443	99001512	972	n	2235.42	5.3072	116.617	0.550005	0.641202	135.757	136	110.538	116	91.1668	94	1633.627	2923.6456	1633.627	Shallow
478909	4633443	99001513	973	n	2213.13	9.0247	89.2087	0.83067	0.826507	125.228	125	95.268	95	79.6009	79	1401.8257	2656.55983	1401.8257	Shallow
479209	4633443	99001514	974	n	2184.55	8.7184	59.8675	0.890652	0.811224	124.927	123	96.6702	95	82.7269	79	1200.6221	2395.95664	1200.6221	Medium
479509	4633443	99001515	975	n	2164.23	10.0463	105.802	0.567326	0.65854	131.518	129	108.051	103	93.4686	89	1047.79366	2144.44767	1047.79366	Shallow
479809	4633443	99001516	976	n	2151.64	11.0191	138.489	0.38956	0.624574	142.303	140	120.571	113	109.325	102	966.56592	1906.5705	966.56592	Deep
480109	4633443	99001517	977	n	2141.01	10.6099	149.883	0.320547	0.615526	138.418	138	116.507	113	105.458	102	975.00144	1682.52465	975.00144	Shallow
480409	4633443	99001518	978	n	2151.48	12.2571	203.967	0.053162	0.324667	133.972	132	119.027	117	102.863	100	1070.98363	1483.50424	1070.98363	Shallow
480709	4633443	99001519	979	n	2161.15	16.4605	181.512	0.074057	0.48496	139.928	139	127.784	127	111.416	109	1234.25445	1316.33465	1234.25445	Shallow
481009	4633443	99001520	980	n	2172.04	10.5331	195.798	0.17715	0.295794	134.981	135	126.358	127	109.916	109	1008.64628	1128.22272	1008.64628	Shallow
481309	4633443	99001521	981	n	2167.26	9.789	57.9921	0.851187	0.764715	124.338	124	106.626	104	90.5913	87	744.73842	979.82678	744.73842	Shallow
481609	4633443	99001522	982	n	2140.54	8.6449	44.669	0.958921	0.833851	120.874	121	98.9609	99	83.5485	83	521.4435	873.7174	521.4435	Shallow
481909	4633443	99001523	983	n	2117.05	5.1667	152.245	0.79717	0.593529	115.844	116	96.3433	96	78.8821	79	411.30443	824.82739	411.30443	Medium
482209	4633443	99001524	984	n	2133.46	3.8644	224.456	0.580104	0.27423	118.316	119	106.044	107	85.5149	86	496.42657	881.64525	496.42657	Medium
482509	4633443	98590005	985	y	2132.01	3.097	73.3332	0.806136	0.895976	125.125	125	109.134	109	90.8809	91	709.72343	1026.76992	709.72343	Medium
482809	4633443	99001526	986	n	2111.13	10.1032	94.1873	0.813678	0.762931	121.885	121	104.78	105	89.4305	89	970.03884	1171.10504	970.03884	Deep
