UTMX	UTMY	Idxa	Gridpt_no.	Sampled	Elev_mean	Slope_mean	Aspece_mean	Aspval_mean	Aspwest_mean	Cir_mean	Cir_median	Red_mean	Red_median	Grn_mean	Grn_median	SpringDist	StreamDist	Dist2Water	DepthClass
483709	4630243	99002617	1949	n	2101.95	2.0208	98.3177	0.664017	0.920279	116.877	117	110.052	110	90.1971	90	717.29779	717.29779	717.29779	Shallow
484009	4630243	99002618	1950	n	2089.69	2.514	96.0483	0.689469	0.954622	116.885	116	110.868	110	90.8431	90	689.48839	666.55051	666.55051	Shallow
484309	4630243	99002619	1951	n	2079.75	2.2684	95.6719	0.672826	0.925609	120.244	119	115.622	114	94.8359	93	785.03017	668.39043	668.39043	Shallow
484609	4630243	99002620	1952	n	2065.17	10.0311	98.9023	0.595487	0.741943	133.929	133	125.974	125	105.427	104	968.06533	692.68064	692.68064	Deep
484909	4630243	99002621	1953	n	2040.67	7.5046	163.557	0.220969	0.592985	135.773	136	129.203	130	106.522	107	1199.17831	710.91247	710.91247	Deep
485209	4630243	99002622	1954	n	2037.86	3.3917	145.082	0.313225	0.739954	136.062	138	131.103	131	108.23	109	1249.15305	694.25996	694.25996	Shallow
485509	4630243	99002623	1955	n	2020.46	9.1865	109.194	0.544633	0.794315	135.328	135	133.599	133	110.626	110	965.80753	573.46486	573.46486	Deep
485809	4630243	99002624	1956	n	2006.05	10.0249	177.296	0.125744	0.52006	134.757	135	137.477	138	112.747	114	696.55224	513.39298	513.39298	Deep
486109	4630243	99002625	1957	n	1994.43	8.8367	153.488	0.243023	0.704453	142.039	141	146.465	146	120.899	120	466.461	408.78788	408.78788	Deep
486409	4630243	99002626	1958	n	1976.32	3.9627	122.824	0.472783	0.86947	141.734	142	145.316	145	119.593	119	360.53669	179.48548	179.48548	Deep
486709	4630243	99002627	1959	n	1968.71	3.7073	220.666	0.634194	0.550357	125.155	126	123.546	123	101.647	102	252.50071	16.42153	16.42153	Deep
487009	4630243	99002628	1960	n	1982.08	9.445	246.21	0.804678	0.371672	109.001	109	118.154	119	91.6542	92	273.95604	155.65294	155.65294	Deep
487309	4630243	99002629	1961	n	1985.33	8.2877	173.015	0.777393	0.423071	109.267	110	121.306	122	92.9857	94	199.98969	199.98969	199.98969	Deep
487609	4630243	99002630	1962	n	1986.72	7.6522	104.151	0.927992	0.639778	112.63	112	122.329	122	94.3664	94	292.46196	292.46196	292.46196	Deep
487909	4630243	99002631	1963	n	1998.09	10.8278	264.648	0.511976	0.177455	99.9161	102	114.263	114	84.2587	85	557.7384	475.76355	475.76355	Deep
488209	4630243	99002632	1964	n	2026.27	5.0321	187.391	0.447043	0.493763	118.65	119	132.439	132	104.971	105	846.52835	610.92499	610.92499	Deep
488509	4630243	99002633	1965	n	2011.6	6.4146	92.1882	0.80581	0.797806	119.028	121	130.742	132	105.051	107	949.70139	714.73813	714.73813	Deep
488809	4630243	99002634	1966	n	2021.47	6.5176	250.064	0.208313	0.154727	109.853	113	123.976	125	97.4101	99	933.24871	872.4596	872.4596	Deep
489109	4630243	99002635	1967	n	2032.26	2.3526	203.676	0.06142	0.321955	118.002	117	129.694	129	104.307	103	1009.9374	1046.47911	1009.9374	Deep
489409	4630243	99002636	1968	n	2034.28	3.6661	178.414	0.112555	0.510081	118.477	118	129.225	128	103.996	103	1161.46199	1227.20642	1161.46199	Deep
489709	4630243	99002637	1969	n	2036.63	4.5301	181.258	0.28629	0.530098	118.107	122	126.435	128	102.196	104	1363.09001	1324.54345	1324.54345	Deep
490009	4630243	99002638	1970	n	2037.37	4.2253	176.219	0.173296	0.544376	124.417	125	129.12	129	105.701	106	1595.94322	1405.38895	1405.38895	Deep
490309	4630243	99002639	1971	n	2043.98	5.2747	177.123	0.137443	0.524943	124.104	124	130.197	130	106.222	106	1814.49745	1387.24498	1387.24498	Deep
490609	4630243	99002640	1972	n	2028.68	5.5891	138.21	0.560015	0.783112	129.163	129	134.141	134	111.1	111	1597.94841	1427.77681	1427.77681	Deep
490909	4630243	99002641	1973	n	2032.23	9.0114	317.633	0.705197	0.227561	103.254	103	108.647	109	84.9024	85	1412.25963	1412.25963	1412.25963	Deep
491209	4630243	99002642	1974	n	2071.9	11.7132	263.027	0.569526	0.314369	107.112	102	112.965	109	90.275	85	1271.02926	1271.02926	1271.02926	Deep
491509	4630243	99002643	1975	n	2046.76	14.4355	120.713	0.501564	0.839371	137.944	137	140.754	141	118.19	118	1190.19053	1190.19053	1190.19053	Deep
491809	4630243	99002644	1976	n	2001.1	11.5721	100.054	0.645381	0.915548	144.505	144	146.528	146	124.729	124	1182.1978	1138.13467	1138.13467	Deep
492109	4630243	99002645	1977	n	1963.41	5.9268	96.8945	0.666312	0.903949	141.155	140	141.383	141	119.977	119	1248.45094	1020.50412	1020.50412	Deep
492409	4630243	99002646	1978	n	1942.78	3.9698	82.699	0.760187	0.9176	145.624	145	145.044	145	123.72	123	1378.2844	960.28912	960.28912	Deep
492709	4630243	99002647	1979	n	1928.62	4.7179	79.377	0.746504	0.799785	158.594	160	157.862	161	136.969	139	1555.86182	806.45209	806.45209	Deep
493009	4630243	99002648	1980	n	1915.13	4.8811	104.756	0.580589	0.783152	164.959	168	156.907	159	138.527	140	1766.84581	733.67779	733.67779	Deep
493309	4630243	99002649	1981	n	1903.95	1.8656	108.211	0.597537	0.945542	168.213	170	138.886	153	131.956	136	2000.69544	778.58926	778.58926	Deep
475609	4630043	99002658	1982	n	2055.41	14.0859	158.246	0.80846	0.577099	136.42	135	118.466	121	98.3406	99	2321.97742	199.59901	199.59901	Medium
475909	4630043	99002659	1983	n	2013.34	22.6563	147.274	0.445107	0.469739	146.819	151	135.335	143	116.036	123	2043.07391	17.86822	17.86822	Shallow
476209	4630043	99002660	1984	n	2042.33	18.8584	225.041	0.220994	0.287669	144.089	144	134.459	137	112.819	114	1771.07957	209.86652	209.86652	Medium
476509	4630043	99002661	1985	n	2097.98	19.0293	229.349	0.097467	0.175981	146.354	145	139.86	139	117.515	115	1509.73332	229.30696	229.30696	Medium
476809	4630043	99002662	1986	n	2121.42	17.9264	170.361	0.2273	0.562982	143.549	143	137.569	137	116.41	115	1265.64867	405.77325	405.77325	Medium
477109	4630043	99002663	1987	n	2106.07	20.9198	185.504	0.188784	0.518077	141.814	142	134.955	137	113.435	115	1050.92265	529.75063	529.75063	Shallow
477409	4630043	99002664	1988	n	2117.43	19.0172	270.102	0.442605	0.232651	119.904	116	106.296	100	84.1873	77	887.13599	740.18502	740.18502	Medium
477709	4630043	99002665	1989	n	2173.21	16.235	328.526	0.78472	0.303708	106.206	106	88.6128	87	66.7631	65	805.96657	997.553	805.96657	Medium
478009	4630043	99002666	1990	n	2206.77	15.0619	309.855	0.781728	0.307877	109.81	109	96.3873	96	73.0135	71	831.95792	1273.71508	831.95792	Medium
478309	4630043	99002667	1991	n	2225.45	4.2383	221.775	0.880206	0.451953	118.09	118	103.02	103	81.1871	80	956.413	1558.71365	956.413	Medium
478609	4630043	99002668	1992	n	2223.28	5.032	61.1775	0.966118	0.629438	114.708	114	91.4328	94	71.899	71	1147.73589	1848.46595	1147.73589	Shallow
478909	4630043	99002669	1993	n	2210.73	7.1015	48.1421	0.959759	0.748101	113.489	113	86.2186	87	69.2481	69	1378.35755	2141.04285	1378.35755	Medium
479209	4630043	99002670	1994	n	2195.54	6.6293	126.985	0.808587	0.675156	110.668	110	89.1015	90	69.2174	69	1631.69893	2435.42658	1631.69893	Medium
479509	4630043	99002671	1995	n	2177.46	4.7892	79.7273	0.910039	0.767529	108.674	108	89.6019	89	69.8164	70	1898.68724	2457.84461	1898.68724	Medium
479809	4630043	99002672	1996	n	2172.45	5.0517	129.423	0.826406	0.592111	112.463	111	95.1756	95	75.3895	75	2174.30106	2266.22556	2174.30106	Shallow
480109	4630043	99002673	1997	n	2166.43	4.7857	102.508	0.734172	0.649107	114.134	113	95.1891	95	76.4661	76	1940.01745	2100.13247	1940.01745	Medium
480409	4630043	99002674	1998	n	2162.2	7.3567	107.149	0.536809	0.689771	117.895	115	98.3506	96	80.1512	77	1652.5392	1966.0454	1652.5392	Medium
480709	4630043	99002675	1999	n	2165.1	7.7088	165.213	0.292553	0.456951	125.445	127	110.217	115	91.4907	94	1370.43932	1870.8588	1370.43932	Deep
481009	4630043	99002676	2000	n	2162.21	6.1795	94.7354	0.835521	0.773622	122.576	123	103.738	105	86.6898	86	1097.87161	1820.68415	1097.87161	Shallow
481309	4630043	99002677	2001	n	2128.25	6.9989	73.8729	0.85326	0.970272	113.353	112	90.4327	90	75.1524	75	844.12096	1819.24954	844.12096	Shallow
481609	4630043	99002678	2002	n	2128.09	11.7076	207.38	0.660486	0.417563	114.192	114	100.091	101	79.8324	80	632.26443	1866.66736	632.26443	Deep
481909	4630043	99002679	2003	n	2137.42	8.5211	165.878	0.786361	0.57334	114.927	114	95.579	98	77.6547	78	516.69763	1959.39408	516.69763	Deep
482209	4630043	99002680	2004	n	2133.57	6.4012	119.172	0.840633	0.581528	113.676	113	98.2915	99	79.2293	79	560.53061	1929.72204	560.53061	Shallow
482509	4630043	99002681	2005	n	2129.27	2.3284	143.473	0.68416	0.730628	116.595	116	107.562	107	87.1874	87	735.80751	1668.74362	735.80751	Shallow
482809	4630043	99002682	2006	n	2119.16	2.5341	135.593	0.365729	0.80235	114.935	114	107.456	107	86.7656	86	973.9768	1423.22992	973.9768	Shallow
483109	4630043	99002683	2007	n	2111	3.0131	119.746	0.502005	0.867047	115.162	115	108.97	108	89.0517	88	1078.17652	1202.68929	1078.17652	Shallow
483409	4630043	99002684	2008	n	2101.22	4.1222	164.205	0.282712	0.563597	116.492	116	110.981	111	90.9898	90	999.82961	1023.39613	999.82961	Shallow
483709	4630043	99002685	2009	n	2100.34	2.5759	129.716	0.445263	0.828027	115.217	115	110.988	111	90.2462	90	910.06471	910.06471	910.06471	Shallow
484009	4630043	99002686	2010	n	2086.04	4.5044	125.061	0.470505	0.848351	122.931	123	117.072	117	95.7736	96	888.3107	866.13581	866.13581	Shallow
484309	4630043	99002687	2011	n	2074.37	6.7046	152.598	0.24847	0.713147	130.283	129	126.354	125	103.953	103	964.35161	868.35904	868.35904	Shallow
484609	4630043	99002688	2012	n	2057.86	13.1399	140.138	0.354669	0.730405	139.485	140	137.081	137	112.612	113	1118.41502	890.56745	890.56745	Deep
484909	4630043	99002689	2013	n	2022.93	7.7076	135.482	0.394487	0.710243	128.827	129	121.927	122	100.628	100	1323.52948	910.87771	910.87771	Deep
485209	4630043	99002690	2014	n	2017.23	8.8907	168.31	0.142004	0.594916	144.156	146	139.652	141	117.844	119	1206.72181	868.50747	868.50747	Deep
485509	4630043	99002691	2015	n	2002.41	10.6246	185.882	0.399774	0.670018	144.251	150	142.169	147	117.994	122	910.26281	767.37155	767.37155	Deep
485809	4630043	99002692	2016	n	1992.41	8.6531	106.666	0.682229	0.652429	132.159	133	128.085	128	105.442	105	617.23515	647.20242	617.23515	Deep
486109	4630043	99002693	2017	n	1982.49	4.6099	86.0545	0.776095	0.675374	139.802	140	137.883	137	114.237	114	336.71957	350.12727	336.71957	Deep
486409	4630043	99002694	2018	n	1973.15	2.3745	97.6152	0.827573	0.821476	143.744	145	139.651	143	119.116	121	160.56435	58.52384	58.52384	Deep
486709	4630043	99002695	2019	n	1984.42	10.2691	313.142	0.685784	0.219395	101.119	99	106.955	107	80.6628	80	343.77573	153.98492	153.98492	Deep
487009	4630043	99002696	2020	n	2008.22	10.6854	182.715	0.776505	0.412143	102.546	103	112.967	113	86.0743	87	470.12056	349.17206	349.17206	Deep
487309	4630043	99002697	2021	n	2005.99	10.3303	107.337	0.84376	0.542831	106.852	108	116.767	117	89.2076	90	392.80725	392.80725	392.80725	Deep
487609	4630043	99002698	2022	n	2010.36	10.1354	199.37	0.783916	0.481755	106.673	106	118.267	117	90.0804	90	447.02982	447.02982	447.02982	Deep
487909	4630043	99002699	2023	n	2022.1	9.7075	223.522	0.727456	0.347403	105.569	108	120.001	121	90.9648	93	652.20686	652.20686	652.20686	Deep
488209	4630043	99002700	2024	n	2028.21	3.2739	133.044	0.566155	0.761436	120.268	120	133.186	133	106.512	106	911.54369	776.61509	776.61509	Deep
488509	4630043	99002701	2025	n	2018.14	5.1441	147.898	0.690183	0.699162	116.904	117	129.465	130	103.187	104	1145.92879	896.57111	896.57111	Deep
488809	4630043	99002702	2026	n	2019.94	3.0673	233.263	0.469779	0.282474	114.634	115	126.685	127	100.776	101	1132.33087	1036.38189	1036.38189	Deep
489109	4630043	99002703	2027	n	2027.65	1.9018	223.273	0.202541	0.266335	118.064	118	129.913	129	104.167	104	1196.32504	1205.41287	1196.32504	Deep
489409	4630043	99002704	2028	n	2023.98	3.5085	154.409	0.281214	0.675185	120.29	121	130.119	130	105.098	105	1326.73057	1393.53341	1326.73057	Deep
489709	4630043	99002705	2029	n	2034.78	3.993	178.581	0.511196	0.424025	114.677	118	123.042	124	98.0285	100	1506.39783	1510.20429	1506.39783	Deep
490009	4630043	99002706	2030	n	2029.66	3.8532	115.153	0.576441	0.835819	130.343	131	133.125	133	110.368	110	1719.9578	1603.06573	1603.06573	Deep
490309	4630043	99002707	2031	n	2027.57	5.5165	172.95	0.155811	0.553338	129.77	129	135.332	134	111.352	110	1950.10324	1587.05712	1587.05712	Deep
490609	4630043	99002708	2032	n	2024.34	5.1439	225.241	0.261937	0.326859	117.958	118	124.015	124	100.436	100	1750.4116	1623.46798	1623.46798	Deep
490909	4630043	99002709	2033	n	2056.04	10.9124	302.524	0.523946	0.092474	99.4488	100	106.18	106	81.8705	82	1582.71252	1582.71252	1582.71252	Deep
491209	4630043	99002710	2034	n	2083.52	10.3876	176.253	0.655458	0.673578	125.645	129	129.619	133	107.642	112	1458.08677	1458.08677	1458.08677	Deep
491509	4630043	99002711	2035	n	2032.33	13.1777	104.461	0.59221	0.878088	140.613	140	144.332	144	121.848	121	1388.18412	1388.18412	1388.18412	Deep
491809	4630043	99002712	2036	n	1990.01	9.2413	109.81	0.555761	0.857839	143.736	143	146.712	146	124.639	123	1381.3375	1314.78218	1314.78218	Deep
492109	4630043	99002713	2037	n	1962.34	6.0237	111.691	0.551964	0.872997	146.474	146	147.808	148	126.19	126	1438.44757	1214.38475	1214.38475	Deep
492409	4630043	99002714	2038	n	1941.87	3.9423	102.989	0.62706	0.921758	144.579	144	144.99	145	123.149	123	1552.47207	1129.40184	1129.40184	Deep
492709	4630043	99002715	2039	n	1928.93	3.5914	133.197	0.393981	0.818197	161.083	163	161.329	165	139.73	143	1712.077	991.69886	991.69886	Deep
493009	4630043	99002716	2040	n	1915.99	4.094	101.717	0.646302	0.907404	174.488	177	157.403	160	142.547	144	1905.84516	933.47992	933.47992	Deep
493309	4630043	99002717	2041	n	1902.41	1.4693	100.043	0.659749	0.964459	170.914	175	126.922	131	125.515	125	2124.44908	969.1764	969.1764	Deep
475609	4629843	99002726	2042	n	2072.02	9.0565	87.0851	0.804268	0.907224	136.414	137	123.254	124	101.722	102	2260.69609	332.74952	332.74952	Medium
475909	4629843	99002727	2043	n	2034.85	17.9574	147.239	0.83478	0.618485	133.133	131	114.15	113	93.8919	91	1973.14942	98.02394	98.02394	Medium
476209	4629843	99002728	2044	n	2018.61	17.066	226.541	0.475671	0.373501	144.119	146	115.197	111	99.7014	95	1689.93802	15.74586	15.74586	Shallow
476509	4629843	99002729	2045	n	2044.43	21.4034	195.806	0.23511	0.304581	153.959	157	133.847	149	119.979	132	1413.66982	55.37593	55.37593	Shallow
476809	4629843	99002730	2046	n	2076.19	18.5829	183.84	0.313222	0.536479	142.943	143	138.716	139	119.103	119	1149.36252	230.07571	230.07571	Shallow
477109	4629843	99002731	2047	n	2099.8	20.7281	268.182	0.552188	0.222574	124.098	123	110.086	106	89.4065	84	907.52745	380.44367	380.44367	Shallow
477409	4629843	99002732	2048	n	2145.22	15.183	298.624	0.532134	0.220033	119.742	120	97.8365	96	77.965	76	711.46182	641.85319	641.85319	Medium
477709	4629843	99002733	2049	n	2201.39	15.3776	233.441	0.305737	0.327264	130.143	131	128.707	130	103.319	104	607.2477	926.93778	607.2477	Shallow
478009	4629843	99002734	2050	n	2217.65	8.7885	217.515	0.193103	0.313375	126.884	127	120.951	123	98.1122	99	641.34361	1219.20128	641.34361	Shallow
478309	4629843	99002735	2051	n	2227.95	4.9073	187.655	0.297565	0.427947	122.315	122	110.892	111	86.1446	86	796.17428	1514.49328	796.17428	Medium
478609	4629843	99002736	2052	n	2228.56	4.729	147.732	0.471196	0.4684	119.298	119	101.814	103	79.4544	79	1018.06942	1811.33321	1018.06942	Medium
478909	4629843	99002737	2053	n	2227.86	3.3567	69.0657	0.907447	0.675789	117.356	116	100.788	101	77.7797	77	1272.41392	2109.0676	1272.41392	Medium
479209	4629843	99002738	2054	n	2205.66	8.0391	72.8909	0.901404	0.802594	119.34	116	78.9742	81	68.3374	68	1543.24627	2407.36459	1543.24627	Medium
479509	4629843	99002739	2055	n	2190.67	5.8518	81.9295	0.859962	0.717516	112.515	112	87.8195	87	70.2344	70	1823.23364	2608.92733	1823.23364	Medium
479809	4629843	99002740	2056	n	2190.79	6.5645	227.647	0.750924	0.371907	116.917	117	105.429	107	82.3606	82	2108.7325	2429.25502	2108.7325	Shallow
480109	4629843	99002741	2057	n	2179.3	7.551	63.8019	0.878653	0.903433	112.693	112	88.443	88	72.5808	72	2002.09124	2275.09517	2002.09124	Medium
480409	4629843	99002742	2058	n	2159.87	2.4366	131.743	0.412584	0.813278	114.32	114	97.4361	97	77.2974	77	1724.98912	2151.93777	1724.98912	Medium
480709	4629843	99002743	2059	n	2150.39	7.1039	121.791	0.50676	0.715061	116.735	113	100.086	94	81.3741	75	1456.9851	2065.33637	1456.9851	Medium
481009	4629843	99002744	2060	n	2147.23	10.8141	159.289	0.272357	0.612547	130.445	133	116.687	120	98.0825	100	1204.16931	2019.99813	1204.16931	Deep
481309	4629843	99002745	2061	n	2128.55	8.9045	138.711	0.629913	0.736356	117.245	115	98.699	97	80.8976	78	978.38737	2018.70517	978.38737	Shallow
481609	4629843	99002746	2062	n	2133.33	8.6318	218.644	0.399131	0.359053	120.734	121	107.876	109	85.9517	87	802.78264	2061.54037	802.78264	Deep
481909	4629843	99002747	2063	n	2137.25	4.1901	161.614	0.195899	0.647146	118.747	118	104.692	104	86.0241	86	715.31678	2145.86272	715.31678	Medium
482209	4629843	99002748	2064	n	2139.49	2.9094	191.61	0.173665	0.333565	118.822	119	110.978	111	89.7046	89	747.59362	2029.16949	747.59362	Shallow
482509	4629843	99002749	2065	n	2131.7	3.7085	85.7022	0.738714	0.909751	112.633	112	101.043	100	81.8965	81	886.6309	1782.80872	886.6309	Shallow
482809	4629843	99002750	2066	n	2119.76	2.7132	67.726	0.847147	0.884761	110.838	110	103.409	102	83.9333	83	955.08821	1555.40511	955.08821	Shallow
483109	4629843	99002751	2067	n	2107.9	3.5977	79.2661	0.747718	0.849085	110.455	109	104.033	103	84.7209	83	1046.82932	1356.52614	1046.82932	Shallow
483409	4629843	99002752	2068	n	2095.51	4.9942	89.7583	0.671271	0.818599	112.827	112	105.675	105	87.0098	86	1198.59704	1200.4338	1198.59704	Shallow
483709	4629843	99002753	2069	n	2086.36	10.3415	146.278	0.455716	0.668994	124.953	125	119.015	119	98.3383	98	1105.40465	1071.93868	1071.93868	Deep
484009	4629843	99002754	2070	n	2072.95	12.8445	118.458	0.587909	0.674152	125.387	124	115.681	115	96.0086	95	1087.56497	973.86377	973.86377	Deep
484309	4629843	99002755	2071	n	2055.34	11.186	119.998	0.713432	0.607084	122.893	120	111.638	109	92.4101	89	1150.51105	963.20755	963.20755	Deep
484609	4629843	99002756	2072	n	2040.95	9.6382	64.1531	0.875725	0.649162	120.648	121	109.055	109	89.2422	89	1282.40158	990.10692	990.10692	Deep
484909	4629843	99002757	2073	n	2028.64	6.5283	87.3475	0.88039	0.799316	122.755	123	115.943	116	93.3707	93	1443.95477	934.3763	934.3763	Deep
485209	4629843	99002758	2074	n	2009.61	4.8336	154.774	0.87874	0.652519	125.339	124	114.506	115	94.5219	94	1196.65022	903.81594	903.81594	Deep
485509	4629843	99002759	2075	n	2017.76	7.2742	287.194	0.708797	0.352739	111.882	112	111.382	111	88.5507	88	896.86821	776.037	776.037	Deep
485809	4629843	99002760	2076	n	2013.89	6.838	101.586	0.670634	0.850895	126.874	127	127.161	127	103.281	103	597.30514	575.77535	575.77535	Shallow
486109	4629843	99002761	2077	n	1992.03	5.0465	100.227	0.700047	0.911923	135.691	136	136.807	137	112.875	114	298.62062	312.27391	298.62062	Deep
486409	4629843	99002762	2078	n	1976.36	2.9756	152.808	0.77353	0.678867	131.258	134	126.424	128	105.778	107	39.68774	38.23872	38.23872	Deep
486709	4629843	99002763	2079	n	2009.87	12.1447	283.595	0.433114	0.130832	86.3534	88	99.4714	100	70.5637	72	306.55499	253.67461	253.67461	Deep
487009	4629843	99002764	2080	n	2038.1	9.1638	261.152	0.593559	0.268821	104.637	104	117.721	116	87.2106	86	605.29068	508.03299	508.03299	Deep
487309	4629843	99002765	2081	n	2043.82	11.6289	71.1512	0.953908	0.613636	106.369	106	117.442	117	89.3848	88	590.42289	590.42289	590.42289	Deep
487609	4629843	99002766	2082	n	2035.25	6.4335	179.263	0.86853	0.54276	103.598	104	116.192	116	88.489	88	627.80356	627.80356	627.80356	Deep
487909	4629843	99002767	2083	n	2036.77	3.6958	168.848	0.727147	0.564868	110.712	112	123.583	124	96.6621	98	787.19466	787.19466	787.19466	Deep
488209	4629843	99002768	2084	n	2028.86	3.9095	82.6348	0.783567	0.853645	117.326	117	129.383	129	103.277	103	1012.5283	955.43309	955.43309	Deep
488509	4629843	99002769	2085	n	2025.27	3.5275	253.842	0.828254	0.410211	110.672	111	123.627	123	97.0364	97	1269.15393	1083.39347	1083.39347	Deep
488809	4629843	99002770	2086	n	2025.76	2.3302	149.541	0.897654	0.526507	115.192	115	126.885	126	101.364	101	1331.68812	1208.73158	1208.73158	Deep
489109	4629843	99002771	2087	n	2025.43	1.5604	184.478	0.256886	0.529064	118.58	118	130.5	130	105.061	104	1386.51132	1372.32183	1372.32183	Deep
489409	4629843	99002772	2088	n	2016.77	3.6841	142.824	0.409914	0.750904	116.894	118	125.625	126	101.074	102	1500.47794	1545.76841	1500.47794	Deep
489709	4629843	99002773	2089	n	2031.26	5.6999	243.523	0.145509	0.107046	110.639	110	120.747	120	95.429	95	1661.46154	1699.12291	1661.46154	Deep
490009	4629843	99002774	2090	n	2031.01	5.4038	92.1949	0.734886	0.889258	132.041	133	135.954	136	113.068	113	1857.2762	1801.24215	1801.24215	Deep
490309	4629843	99002775	2091	n	2012.02	4.6733	134.708	0.41223	0.7245	130.169	130	132.987	133	110.578	110	2078.09896	1786.91129	1786.91129	Deep
490609	4629843	99002776	2092	n	2022.17	8.2596	246.538	0.238525	0.163434	111.065	110	117.779	116	93.6658	92	1911.6596	1820.09614	1820.09614	Deep
490909	4629843	99002777	2093	n	2073.66	11.6238	286.257	0.452705	0.093758	101.434	99	107.813	105	84.4568	81	1759.39779	1759.39779	1759.39779	Deep
491209	4629843	99002778	2094	n	2072.22	14.1103	127.144	0.481677	0.839028	136.857	136	139.661	140	117.777	118	1648.18649	1648.18649	1648.18649	Deep
491509	4629843	99002779	2095	n	2019.28	13.7476	106.665	0.578488	0.803405	140.848	140	145.044	144	122.757	122	1586.68107	1586.68107	1586.68107	Deep
491809	4629843	99002780	2096	n	1980.77	7.8666	102.659	0.638691	0.921928	139.246	138	142.185	141	120.008	119	1580.69445	1497.31555	1497.31555	Deep
492109	4629843	99002781	2097	n	1953.79	5.2129	100.259	0.645947	0.903179	136.913	136	137.656	137	115.969	115	1630.83815	1409.84801	1409.84801	Deep
492409	4629843	99002782	2098	n	1937.76	4.4401	132.248	0.407039	0.76764	147.693	148	148.801	149	126.607	127	1732.24455	1299.48073	1299.48073	Deep
492709	4629843	99002783	2099	n	1926.07	3.8611	94.2671	0.662258	0.861578	155.115	155	154.664	155	133.004	133	1876.62178	1181.76491	1181.76491	Deep
493009	4629843	99002784	2100	n	1910.15	4.1946	116.457	0.521096	0.846548	156.336	158	155.657	157	134.032	135	2054.93247	1133.35185	1133.35185	Deep
493309	4629843	99002785	2101	n	1900.21	1.6676	131.34	0.406322	0.855069	164.025	164	127.585	130	123.628	123	2259.15594	1162.92929	1162.92929	Deep
475609	4629643	99002794	2102	n	2081.56	9.6281	121.398	0.825819	0.731329	132.529	133	118.489	119	96.8124	97	2215.83268	457.9059	457.9059	Medium
475909	4629643	99002795	2103	n	2073.62	14.5918	204.439	0.747416	0.504475	134.198	134	117.508	119	96.6126	97	1921.58432	259.11151	259.11151	Medium
476209	4629643	99002796	2104	n	2074.72	23.3755	225.993	0.776227	0.405588	130.196	130	111.432	112	89.8063	90	1629.43492	182.16528	182.16528	Shallow
476509	4629643	99002797	2105	n	2065.24	20.0859	74.5492	0.891774	0.691346	132.398	129	98.216	98	80.0049	76	1340.75725	87.11037	87.11037	Shallow
476809	4629643	99002798	2106	n	2049.92	18.2591	165.271	0.394608	0.380762	139.284	140	122.625	120	105.625	101	1058.39589	37.6624	37.6624	Shallow
477109	4629643	99002799	2107	n	2095.92	19.0017	222.596	0.073734	0.189305	140.787	141	137.291	139	116.892	118	789.16014	298.0588	298.0588	Shallow
477409	4629643	99002800	2108	n	2131.42	15.4917	198.833	0.10625	0.36963	132.892	133	125.449	126	104.374	105	552.58083	596.72202	552.58083	Shallow
477709	4629643	99002801	2109	n	2160.52	17.6209	199.058	0.11269	0.364999	137.94	138	133.209	133	110.733	110	409.77729	896.27858	409.77729	Shallow
478009	4629643	99002802	2110	n	2198.9	16.5942	213.687	0.137206	0.290994	137.383	137	134.934	138	110.514	113	458.79111	1196.05745	458.79111	Shallow
478309	4629643	99002803	2111	n	2205.54	11.5719	178.679	0.22633	0.534227	132.028	132	118.277	123	99.4405	102	658.07381	1495.92498	658.07381	Shallow
478609	4629643	99002804	2112	n	2214.47	9.2575	227.727	0.169373	0.235773	126.941	126	117.567	118	96.0396	95	914.12964	1795.83676	914.12964	Shallow
478909	4629643	99002805	2113	n	2229.43	2.5263	219.196	0.084085	0.214099	121.004	119	106.127	104	84.5588	81	1190.88406	2095.77379	1190.88406	Medium
479209	4629643	99002806	2114	n	2228.84	6.2391	109.736	0.680173	0.571199	122.276	121	85.9729	95	71.4133	75	1476.74531	2395.7266	1476.74531	Medium
479509	4629643	99002807	2115	n	2218.02	9.0671	116.288	0.939944	0.602258	113.003	112	84.4801	82	68.3337	67	1767.29979	2695.6899	1767.29979	Medium
479809	4629643	99002808	2116	n	2205.82	6.8844	163.809	0.783438	0.680407	115.973	116	95.4495	98	76.393	78	2060.56313	2597.45675	2060.56313	Shallow
480109	4629643	99002809	2117	n	2181.1	8.9595	104.628	0.594666	0.900176	118.964	119	97.1815	96	80.7185	80	2081.60299	2453.88665	2081.60299	Shallow
480409	4629643	99002810	2118	n	2152.87	5.582	121.305	0.54153	0.667787	114.615	114	94.6916	93	77.0629	75	1816.66979	2340.15765	1816.66979	Medium
480709	4629643	99002811	2119	n	2145.76	7.6263	117.315	0.641559	0.652288	111.834	111	93.8455	93	74.473	73	1564.4511	2260.77773	1564.4511	Medium
481009	4629643	99002812	2120	n	2140.82	7.5046	263.227	0.723295	0.434325	114.847	114	100.231	100	79.7648	80	1332.18819	2219.43553	1332.18819	Medium
481309	4629643	99002813	2121	n	2136.76	5.8189	109.801	0.85971	0.721311	114.468	114	97.4285	96	79.2033	78	1132.22944	2218.25882	1132.22944	Medium
481609	4629643	99002814	2122	n	2131.52	2.6142	188.426	0.128297	0.453001	117.578	117	104.061	104	83.2423	83	984.46007	2257.31042	984.46007	Medium
