varnames = wins payroll
 8 31
20 69
17 47
17 49
20 56
19 52
19 53
19 48
14 33
19 50
15 37
24 55
22 49
15 33
29 60
24 52
26 63
21 41
24 45
20 39
11 23
19 34
16 26
24 41
20 32
16 25
19 22
16 20
18 13
14  9
